Unnamed: 0,Date,User,Tweet,Emotion
29,2019-05-18 16:44:25+00:00,subhamsenapaty,"To all #BJP bhakts, it's an open challenge.
I need loan from any central government scheme.

#Note- 
1. All documents are ready.
2. Credit score is good.
@narendramodi @girirajsinghbjp @drramansingh @dpradhanbjp
@BJP4India @PMOIndia @sambitswaraj @AmitShah @minmsme",pos
30,2019-05-18 16:32:39+00:00,soumyasarkar007,If voted power @narendramodi should not make the mistake by considering @arunjaitley as FM. It will be the worst case for the economy. #AbkiBaar300Paar #BJP #ApnaModiAayega #AyegaTohModiHi,neg
31,2019-05-18 16:14:49+00:00,Od_Vigilante,Increase the #Retirement #Age to 62 @narendramodi ji. #Kedarnath #HarHarMahadev #BJP #Election2019Results #Election2019 #RealHeroesOfHumanity @BJP4India @AmitShah,pos
32,2019-05-18 16:05:12+00:00,Scorpion1007,@IndiaToday @narendramodi What kind of bloody drama is this by this #bjp clown now?,neg
33,2019-05-18 15:44:19+00:00,devenrolly1987,"@ArvindKejriwal  My dear sir G The number of times you have chanted Modi Modi or BJP BJP till now,if it had been Ram Ram chanting the God would have come to earth till now. 
#LokSabhaElections2019 #Elections2019 #ModiHaiTohGodseHai #Modi #ModiOnBharat #NarendraModiJindabad #BJP",pos
34,2019-05-18 15:33:13+00:00,BapiM14,"@IYCTelangana @IncBasavakalyan @narendramodi @IYC @INCIndia @RahulGandhi @priyankagandhi @HardikPatel_ @Allavaru @keshavyadaviyc @srinivasiyc @srivatsayb @RakshaRamaiah @JM_Scindia This is called in #BJP language,
""A Swatch &amp; Swasth Hindutva"" !!! This theory not applicable to any other person, except #BJPians! 
Question: Demonic possession of !!!!",neg
35,2019-05-18 14:50:08+00:00,touthang_seiboi,"@sidmtweets @indosecular Good night Modi, wish you a sound sleep and enjoy the luxury Bed of kedernath @narendramodi 
#bjp",pos
36,2019-05-18 14:48:03+00:00,AKLalB,"@June12born @koenamitra @rishibagree @SuPriyoBabul @narendramodi @AmitShah @HMOIndia .@rashtrapatibhvn @PMOIndia @HMOIndia @AmitShah @BJP4India @BJP4Bengal Ask @ECISVEEP to order re-polls in all #WestBengal booths under Army with orders to arrest miscreants and irrant officials,book @MamataOfficial for #Hindu #Genocide in #Elections #Modi #AmitShah #BJP #BREAKING",neg
37,2019-05-18 14:39:44+00:00,AKLalB,"@koenamitra @SuPriyoBabul @narendramodi @AmitShah @HMOIndia .@rashtrapatibhvn @PMOIndia @HMOIndia @AmitShah @BJP4India @BJP4Bengal Ask @ECISVEEP to order re-polls in all #WestBengal booths under Army with orders to arrest miscreants and irrant officials,book @MamataOfficial for #Hindu #Genocide in #Elections #Modi #AmitShah #BJP #BREAKING",neg
38,2019-05-18 14:35:01+00:00,NrVinayakumar,@amithShahBjp Dear NARENDRA Modi ji please do river attachment other wise in karnataka hole people are daid because of no water in karnataka now the famous dharmastala netravati river no water save dharmastala #narendramodi #amithsha,neg
39,2019-05-18 14:32:45+00:00,NrVinayakumar,@PMOIndia Dear NARENDRA Modi ji please do river attachment other wise in karnataka hole people are daid because of no water in karnataka now the famous dharmastala netravati river no water save dharmastala #narendramodi #savedharmastala,neg
40,2019-05-18 14:31:19+00:00,NrVinayakumar,Dear NARENDRA Modi ji please do river attachment other wise in karnataka hole people are daid because of no water in karnataka now the famous dharmastala netravati river no water save dharmastala #narendramodi #amithsha,neg
41,2019-05-18 14:26:38+00:00,mayursejpal,"My Predictions

BJP+NDA = 300 to 310
Congress + UPA = 100 to 110
Mahagathbandhan = 100 to 110

Agree with me ?
@narendramodi @AmitShah
@BJP4India 
@RahulGandhi @priyankagandhi
@INCIndia
#Yeti
#KejriwalAssassinationClaim
#Kedarnath
#AshokLavasa
#IndiraGandhi
#LokSabhaElections2019",neg
42,2019-05-18 14:20:00+00:00,mayursejpal,"What will be the 23rd May result for BJP + NDA ?

@narendramodi @AmitShah
@BJP4India
#Yeti
#KejriwalAssassinationClaim
#Kedarnath
#AshokLavasa
#IndiraGandhi
#LokSabhaElections2019",neg
43,2019-05-18 14:10:15+00:00,NudgeIndia,There are 2 nations in India. The sychophants outnumber the Liberals 10:1 and that's why Modi will get re-elected. #LokSabhaElections2019 #Elections2019,pos
44,2019-05-18 14:09:55+00:00,lokayat,"Kedarnath ke naam pe de de baba.
Basically Modi is again using religion for his political gain.
#Kedarnath #ModiInKedarnath 
#LokSabhaElections2019",neg
45,2019-05-18 13:55:02+00:00,ravirao83,@SitaramYechury You guys have a problem with everything that Modi does especially anything that's Hindu. Take time to look after the sorry state of your own party! #LokSabhaElections2019 #Kedarnath,neg
46,2019-05-18 13:51:06+00:00,INC_KONARKKD,@RahulGandhi RG Next PM of india #LokSabhaElections2019,pos
47,2019-05-18 13:37:52+00:00,OnkarMhaskar,"After @narendramodi 's silent press conference:
Bhakts: Chahe tum kuch na kaho, maine sunn liya...
#ModiFlopPressConference #Bhakt #BJP",neg
48,2019-05-18 13:36:16+00:00,PrakashPnegi,"@LokeshSharma085 @ArvindKejriwal You play divisive politics and put blame on modi that he is a danger to integrity of this nation. What do u mean by Muslim vote shifted to Congress😡😡 they simply did not like your 💩💩💩 politics,  divisive politics. #MainBhiChowkidar  #LokSabhaElections2019",neg
49,2019-05-18 13:24:39+00:00,dev_muzic,"@YashwantSinha Sadhvi no doubt will pay for what she has said. 
But u were associated with the saffron party for so long, what makes you launch anti-campaigns now? Remember, the entire #BJP, unlike the #Congress, is not muddy. 

NaMo again. I support @narendramodi",neg
50,2019-05-18 13:23:42+00:00,jhambt,"@bainjal Wherever modi goes,
Cameraman  follows... 

#LokSabhaElections2019",pos
51,2019-05-18 13:18:44+00:00,ninadsheth,#RomilaThapar one of Indias top fiction writer calls #BJP  @narendramodi   paddller of myths this is the real danger resident  non Indians fat on foreign funds jihad supporters.,neg
52,2019-05-18 12:31:57+00:00,jiturocking2013,@sonakshisinha @ShatruganSinha The need for nation is only modi #BJP #NAMO AGAIN,pos
53,2019-05-18 12:18:18+00:00,Shasankp2,Question : how can we be sure if the election commission will not change the voting numbers in the EVM to favor Modi and @BJP4India ?   #loksabhaelections2019 @free_thinker @akashbanerjee @dhruv_rathee @sardesairajdeep @Nidhi #ElectionCommission @ECISVEEP,neg
54,2019-05-18 12:12:48+00:00,ninadsheth,@_ugra_ #RomilaThapar one of Indias top fiction writers calls #BJP  @narendramodi   peddllar of myths this is the real Denver resident  non Indian fat on foreign funds jihad supporters.,neg
55,2019-05-18 12:12:06+00:00,ninadsheth,@h_tejas #RomilaThapar one of Indias top fiction writers calls #BJP  @narendramodi   paddller of myths this is the real Denver resident  non Indian fat on foreign funds jihad supporters.,neg
56,2019-05-18 12:12:06+00:00,MundaTatawala,"@dipaksamanta @narendramodi #Kedarnath  
Proud of our PM Shri Narendra Modi!
A true Indian and the best PM we ever had.He started his #LokSabhaElections2019 campaigns with an aarti in #Varanasi and went to #KedarnathTemple after finishing it. Waiting for 23rdMay, when Modiji will tweet India Wins Again!",pos
57,2019-05-18 12:12:00+00:00,ninadsheth,@UnSubtleDesi #RomilaThapar one of Indias top fiction writers calls #BJP  @narendramodi   paddller of myths this is the real Denver resident  non Indian fat on foreign funds jihad supporters.,neg
58,2019-05-18 12:11:23+00:00,ninadsheth,@TrueIndologyliv #RomilaThapar one of I. Dias tip fiction writer calls #BJP  @narendramodi   paddller of myths this is the real Denver resident  non Indian fat on foreign funds jihad supporters.,neg
59,2019-05-18 12:08:40+00:00,NeerajS13318461,"Today I m feeling that though under @INCIndia regime at least rowdy ness among some section of community was not there ,which s now reflecting n #BJP state rule .
@AmitShah @narendramodi 
@atullondhe @NANA_PATOLE",neg
60,2019-05-18 12:01:50+00:00,NeerajS13318461,"During this 4 year #BJP rule n state,  rowdyness within some community either s managing fund or funding 2  #BJP s dominating city n suburb 

@AmitShah @narendramodi @NANA_PATOLE @atullondhe",pos
61,2019-05-18 11:47:35+00:00,MOEMyOwnEvent,"চুপচাপ কমল ছাপ Buth Buth Se TMC Saff! Phir Ek Baar Modi Sarkar #NamoAgain #LokSabhaElections2019 To Build a Strong India, Vote For National Flower Vote For BJP 🇮🇳 #WeAreChowkidar #HaamBhiChowkidar",pos
62,2019-05-18 11:09:24+00:00,imamitverma,"Don't know why, but my intuition says that @narendramodi knows the magical figure BJP has already achieved. #LokSabhaElections2019",pos
63,2019-05-18 10:58:38+00:00,sbb_ca,@ANI Luxury life of a PM... Lucky Modi... Model Modi #JaayegaTohModiHi #LokSabhaElections2019 #modelmodi,pos
64,2019-05-18 10:55:34+00:00,CaptAKJ,"@IndiaToday @narendramodi Too good. More #PM #Modi spends time in meditation at #Kedarnath , more jittery &amp; restless oppn wl get. Sometimes silence cd b such a lethal weapon. Anways 19th sealed for #BJP &amp; wid tt, d hopes f oppn. #LokSabhaElections2019 game over.",pos
65,2019-05-18 10:54:28+00:00,mrmishra2001,"@INCIndia @RahulGandhi Your party have done good work in opposition, NO SCAM was done by Modi Government in your opposition period.. Good luck for as a Opposition Party for now and forever PAPPU Bhai 😁😀😀#Raga #NARENDRAMODI",neg
66,2019-05-18 10:46:01+00:00,CaptAKJ,"@ANI Wevr, media has more than nuff pics now. 19th sealed for PM #Modi. Let oppn cry.
#LokSabhaElections2019",neg
67,2019-05-18 10:45:15+00:00,sandipoec,@ANI Modi took #Kedarnath movie too seriously..even matching umbrella 😂 #LokSabhaElections2019,neg
68,2019-05-18 10:44:47+00:00,Sudhirshetty08,"During Modi Government, unemployment is seriously horrible....

22 applicants for
one PM POST
Earlier, was just 2 or 3
#LokSabhaElections2019 #May23WithTimesNow",neg
69,2019-05-18 10:34:32+00:00,HariVimalesh,"And yes Godse was a Hindu terrorist. *hindu is not a religion and is a geography. @narendramodi or any body in #bjp are not Hindus by religion, but Hindus by region like any other Amar, Akbar or Antony of the nation @maiamofficial @ikamalhaasan",neg
70,2019-05-18 10:22:53+00:00,Kalyani125lakhe,#RKSinha provided free IIT-JEE coaching facility for children under 'Opportunities' Not for Profit Charitable Trust. @narendramodi @AmitShah #Patna @BJP4India @BJP4Bihar #BJP #RSS @RSSorg #Education,pos
71,2019-05-18 10:22:34+00:00,ManuSenva,"To ensure the victory of BJP, #RKSinha has campaigned for the party by giving support to #RKSingh ji contesting election from Aara parliamentary constituency. @BJP4India @BJP4Bihar #BJP #RSS @RSSorg @narendramodi @AmitShah #Patna",pos
72,2019-05-18 10:09:30+00:00,DipantoS,"At 5 lakh #Kolkata witnessed the highest attendance in #PrimeMinister @narendramodi rally of 3rd April during the #LokSabhaElections2019 

#Bengal is with #Modi 
#DeshKaGauravModi 
#AbkiBaar300Paar",pos
73,2019-05-18 09:43:14+00:00,madhusudan41,The Congress and non-NDA regional parties likely 2 win around  300 seats and non-NDA regional parties will  quickly come together to form a federal front.Congress will spare no efforts  to keep Modi out of power. #justsaying #LokSabhaElections2019,neg
74,2019-05-18 09:40:54+00:00,GaremaJ,Modi cant do a proper press conference but he is a pro in giving photo shoots. He is the most annoying person in the country right now. Only his bhakts may compete with him on that note. Sick and tired of it all. #modi #bjp 👎👎👎 #BJPseDemocracyBachao #LokSabhaElections2019,neg
75,2019-05-18 09:36:50+00:00,omkarmainane,"Who was succeeded in 5 years Rule ?
BJP’s press conference Highlights ! 

He wanted to prove: 
1. Narendra Modi is not the actual leader.
2. Modi knows nothing and he is more capable.
3. If need arise, Modi can be sidelined easily.

Who is that Guy ?? #BJP",pos
76,2019-05-18 09:32:43+00:00,CadetRegency,"@ANI Signs the #LokSabhaElections2019 were itself a #JUMLA!
1. @ECISVEEP's mute support to #BJP
2. Faulty #EVMs
3. Modi declaring the @BJP4India has won the elections with absolute majority in #ModiFlopPressConference 
Way before #23MAY!
4. A very pretentious #Kedarnath
Yatra
🙈🙉🙊👿",neg
77,2019-05-18 09:07:19+00:00,tfarcdrow,@ANI Press conference by modi are scripted and with one person only. 😂 #LokSabhaElections2019,neg
78,2019-05-18 09:01:34+00:00,HashimYJSpeaks,Dear #Opposition protect #evms from #BJP n keep good security at #strongroom as from tom they will make #godimedia predict modi win with 300 325 seats n den will start foul play to make it true... @INCIndia buck up be at strong room 24*7,neg
79,2019-05-18 08:53:33+00:00,puranik_kaushik,Why are the political parties fighting about why Godse killed Gandhi and was it justified.....it's been 70 years since that incident just leave it and focus on the elections... #Elections2019 #BJP #Congress @RahulGandhi @narendramodi,neg
80,2019-05-18 08:40:15+00:00,sannisinha,"Trains in India will never be on time, I thought there will be changes in Modi govt, but no....! #NarendraModi #piyushgoyal",neg
81,2019-05-18 08:36:49+00:00,CoolRahulBajaj,"#LokSabhaElections2019
#DeshKaGauravModi
#ApnaModiAayega
Earlier middlemen used to siphon off benefits meant for the poor and vulnerable. Today, Jan Dhan &amp; Aadhaar are ensuring benefits flow directly to bank accounts of the poor. All of this happening under Modi govt.
NaMo App",pos
82,2019-05-18 08:35:46+00:00,Utsav6589,"@RahulGandhi You don't worry Mr Gandhi, AAYEGA TO MODI HI....then he will give answer okay..!!

Delhi abhi dur he...Abki bar phir Modi sarkar...#LokSabhaElections2019 @narendramodi",pos
83,2019-05-18 08:19:38+00:00,KarthikThiru126,"Situation on May 23rd 2019 :

BJP will dedicate their victory to Karyakartas &amp; people of India 

All Oppstn - Will complain about defeat due to EVMs 

@narendramodi @AmitShah @blsanthosh @CTRavi_BJP @BJP4India 

#LokSabhaElections2019 
#ModiHaiTohMumkinHai",neg
84,2019-05-18 08:18:40+00:00,pkm1999,"@rupasubramanya @narendramodi @AmitShah @RahulGandhi This was not the PM but the caretaker PM..  It was a BJP press conference , it had no . of BJP Karyakartas  on the dais...  Obviously the BJP President was the Leader of the team .  #Narendramodi is just a Prime Ministerial candidate , not the PM in the  making.. #Elections2019",neg
85,2019-05-18 08:15:59+00:00,pkm1999,"@mkvenu1 This was not the PM but the caretaker PM..  It was a BJP press conference , it had no . of BJP Karyakartas  on the dais...  Obviously the BJP President was the Leader of the team .  #Narendramodi is just a Prime Ministerial candidate , not the PM in the  making.. #Elections2019",neg
86,2019-05-18 08:14:33+00:00,pkm1999,"@sumanthraman This was not the PM but the caretaker PM..  It was a BJP press conference , it had no . of BJP Karyakartas  on the dais...  Obviously the BJP President was the Leader of the team .  #Narendramodi is just a Prime Ministerial candidate , not the PM in the  making.. #Elections2019",neg
87,2019-05-18 08:10:13+00:00,PriyaSogani,India - Why PM Modi has been made a respondent in a case against him? How to logically argue when supreme court registry asks that ! #saketgokhale #NarendraModi #righttoinformation #rti #SupremeCourt #article19 #politicslive,pos
88,2019-05-18 08:04:50+00:00,peppersprae,"@firstpost Who says #BJP's campaigning is done and dusted, our Ex PM is still in election mode 😁",neg
89,2019-05-18 08:02:54+00:00,pkm1999,"@tjoseph0010 If signifies that if #BJP   does not get the nos. , in 2019 , #NarendraModi   will leave the capital with his backpack..   New @BJP4India  leadership will hand/take over the reins , #Modi was a one time PM , 2014-2019  &amp;  #Modi era is over ....     @paranjoygt     @priyankac19",neg
90,2019-05-18 07:53:04+00:00,thedevilishere9,"Ab ki baar Modi sarkaar slogan is a clear indication that BJP and RSS is down on its knees and this man is their führer.

#BJP #RSS #India",pos
91,2019-05-18 07:48:02+00:00,ricky4ricardo,First press conference in 5 years modi didn't have the balls to take on any questions.. He had his daddy Amit to cover him. #NarendraModi,pos
92,2019-05-18 07:39:17+00:00,Manojku92436379,@narendramodi Congratulations in advance for winning 403 seats #BJP #ModiAaneWalaHai,pos
93,2019-05-18 07:35:01+00:00,Anadinidhana,"@YashwantSinha Lol at ur house your chowkidar son is not listening to your words, then how can you think people will listen to your words!!! 
People will vote for #modi 
Go holiday for one month, don't watch TV and oath taking ceremony of PM #NarendraModi and @jayantsinha #PhirEkBaarModiSarkar",neg
94,2019-05-18 07:30:28+00:00,vi_jaykumar,@amritabhinder @BJP4Himachal @jairamthakurbjp @BJP4India @BJYM @narendramodi @AmitShah That's the difference between #Congress &amp; #BJP,pos
95,2019-05-18 07:19:30+00:00,Ferraodesigns,So Brahmin Muslims and Christians were happy to elect Narendra Modi in 2014 despite his track record as Gujarat CM. #RSS #BJP #Muslims #Christians #Brahmancal #Congress #RahulGandhi #Fascism #India #Trump #,pos
96,2019-05-18 07:15:25+00:00,mehuljain1108,"Modi birth date is 17th and this is 17th lok Sabha election, it may be possible this coinstence break all the records. BJP will get 350+ seats.
#ModiOnBharat 
#AyegaTohModiHi 
#bjp
#congress 
#CongressMuktBharat",pos
97,2019-05-18 07:08:44+00:00,vermsnaren,@nramind And how about u Mr controversial editor in chief who is known to spew his venom against @narendramodi  and #BJP ... it seems #ModiAaneWalaHai has put u in tight spot ..now u can either run or join the bandwagon... mr Dolt wake up.. this country knows u pretty well..,neg
98,2019-05-18 06:54:58+00:00,sumit138,"Hyderabad (TRS) out in the eliminatior.

Delhi (AAP) out in the qualifier.

Chennai (AIADMK) eliminated in finals.

Winner MUMBAI (BJP).... Trophy went to the team whose state has BJP Government.

Still having a doubt on Modi win on #23May2019
#LokSabhaElections2019
😊😊😊👏👏",neg
99,2019-05-18 06:48:24+00:00,Saffron_Shweta,"Dear PM @narendramodi plz ensure that the culprits must be booked who killed  lots of #BJP karyakarta in #TMC ruled #WestBengal.
#SaveDemocracy 
#ModiHaiTohGodseHai",neg
100,2019-05-18 06:46:49+00:00,kritikasrawat25,"@RahulGandhi keep saying this nonsense that I have challenged @narendramodi for a debate&amp; he is scared to do it.Its good #modi is ignoring him,we have seen all kind of interviews of #RahulGandhi.He is that dumb kid who does everything to get attention of popular kid in school!",neg
101,2019-05-18 06:43:43+00:00,SharonFeb6,"@TarekFatah @RahulGandhi @narendramodi If BJP can monitor complete social media, tv channels, movie industry, YouTube videos, whatsapp, clouds, digital camera and much more. Big deal if he send some journalist? Sadly, no #BJP &amp; #congress wants to educated India.",neg
102,2019-05-18 06:27:17+00:00,thelivingkind1,"PM Modi.... who cares whether you forgive her or not.  Where is the action against pragya? 
#Elections2019 #Congress #RahulGandhi  #PMModi #NDTVNewsBeeps #foolingthenation",neg
103,2019-05-18 06:10:58+00:00,lousybug,"All this to discredit  #LokSabhaElections2019 which Modi ji is likely to win &amp; bracket him in the category of Erdogan, Putin etc.",neg
104,2019-05-18 06:06:56+00:00,sasi_21_7,"How well has Prime minister Modi ji explained his 5 years work for the nation in the press conference. You are a true leader modi ji. Salute. Haters gonna hate. #NarendraModi
#ModiPressConference #LokSabhaElections2019",pos
105,2019-05-18 06:01:49+00:00,gaur_anubhuti,"Election Commission crisis deepens as Election Commissioner Ashok Lavasa opts out of the full Commission meetings as his dissent note not included. Raises further questions on the clean chits given to PM Modi.
@NewsHtn 
#LokSabhaElections2019 
#ElectionCommissionOfIndia",neg
106,2019-05-18 05:30:35+00:00,KKTyagi65,"#BJP  NaMo is truly pride of India. Hope that he is going to take  NATION in his new stint to new heights, Before him , baring Atal &amp; Shastri ji , all PM were doing good for their kith &amp; kin, they never focussed so much 4 uplifting downtrodden. Let us all wish him all the best.",pos
107,2019-05-18 05:26:26+00:00,PeacefulHind,"Prime Minister Shri #NarendraModi
Said he has not forgiven Pragya Singh Thakur by heart!

Obiovsly it's because love &amp; respect  towards Mahatma Gandhi !

Q. If love &amp; respect is so genuine definitely he should have removed her from fighting election!

#MuteModi PM Modi Telegraph",neg
108,2019-05-18 05:23:46+00:00,DBhandari14,"@RahulGandhi Congratulations To u @RahulGandhi u tried to face something called as interview on ur own turf after 4 phases of elections !! Next time u won't be in politics..so far till now...u did ok ok!!

And yes importantly 

#AayegaTohModiHi @narendramodi #Modi #LokSabhaElections2019",pos
109,2019-05-18 05:23:08+00:00,Raghubv,"Watchin @IndiaToday is off so much fun,anchor asks q 2 ppl standin in Q ""how long u had 2 wait coz PM was doing pooja"" all say bham bham bole,ab ki bar #modi sarkar n anchor tries 2 move away n ask others but all saying same so he starts talkin 2 studio #ModiInKedarnath #BJP",pos
110,2019-05-18 04:54:37+00:00,imshaurya1308,"Who is the best spokesperson of BJP/NDA?
#aajtak #republic #zeenews #jaayegatohmodihi @narendramodi @RahulGandhi #LokSabhaElections2019 #loksabha @AamAadmiParty @avsurya @dhruv_rathee @akashbanerjee #bjp #Congress #ModiObsession #ElectionsWithNDTV #ElectionCommissionOfIndia",pos
