Unnamed: 0,Date,User,Tweet,Emotion
61,2019-05-17 19:47:18+00:00,mai_hun_congres,"He divided, 
Journalists
Cricketers
Youngsters
College teens
Sportsmens
Actors actresses
Friends
But due to him countries new age boys niwed
Who Gandhi was 🙏

#pressconference
#Darpokmodi
#ChowkidarChorHai
#DividerInCheif 
#NarendraModi 
#ModiHaiTohGodseHai 
@INCMaharashtra",neg
62,2019-05-17 19:29:30+00:00,Makebharatmahan,"@RahulGandhi Shame on you if you &amp; @INCIndia-
1. Don't understand, OR
2. Don't want to understand Godse.
Then again, there is a resdon you have been nick named ""PAPPU!"" @BJP4India #BJP #RSS",neg
63,2019-05-17 19:19:21+00:00,hsmujahid,"@RahulGandhi Really quite appreciative of the way u've strongly faced the media &amp; raised the core issues India is suffering, because of Incompetent @BJP4India govt.

Thanks #Rahul bhaiya
#LokSabhaElections2019
#rahulgandhiinterview
#ModiHaiTohGodseHai
#ModiFlopPressConference
#TruthToPower19",pos
64,2019-05-17 18:37:08+00:00,KumarReddyCH,"@RahulGandhi @BJP4India believes in #Democracy.
The President @AmitShah ji is supreme of party.
PM @narendramodi is just a Karyakartha of the party n only the president will take questions.

#BJP is not a dynast party like #Congress, where only1 family matters &amp; where democracy has no meaning",pos
65,2019-05-17 18:36:39+00:00,umakantsingh_IN,"If Mahatma Gandhi would've been alive4even 5 more years,today the word ""terrorism""would've been not in any language dictionary of the world as emerging world order without Gandhi floundered after World War 2!#PressConference #PressMeet #LokSabhaElections2019 #ModiOnBharat",pos
66,2019-05-17 18:32:47+00:00,pkm1999,@kishkindha How about the position of party President Sonia Gandhi vis a vis the position of Dr. MMS during 2004 -2014 ???? @RahulGandhi had torn a cabinet decision paper in front of TV camera's.. Do not throw stones at others when you are sitting inside a glass house..  #Modi  #RahulGandhi,neg
67,2019-05-17 18:32:13+00:00,Shubham28759999,"Modi ji please answer valid important question instead of technique of licking of AAM,
think for future of india #RahulGandhi #abnyayhoga #ChowkidarChorHai #chokidaarchorhai #ModiHaiTohGodseHai #fakegovernment #chalu_chowkidar @RahulGandhi @rssurjewala @sherryontopp",neg
68,2019-05-17 18:15:51+00:00,deshbhakt_tdb,"#ArnabGoswami should be boycotted by all of us. He speaks favourably only towards #bjp and their leaders. He hates peace in India. He hates #RahulGandhi, like Modi arnab can't digest food without taking name of Rahul Gandhi and Congress! And abusing them",neg
69,2019-05-17 17:54:49+00:00,DEEPANSHU_1701,"Mr. @RahulGandhi your only priority to defeat #BJP!!
That's mean you don't love our nation #India 
So now its cleared you already defeated yourself by the public of #India now wait &amp; watch 23rd may is near!!",pos
70,2019-05-17 17:52:11+00:00,sarora88,Though Assassination of Karamchand Gandhi was not right.... But I do Not Stand in Support of His Beliefs and Deeds and will not ever stand by #RahulGandhi and #Congress... #aayegatoModihi 🥂,neg
71,2019-05-17 17:43:28+00:00,gandhi_today,"@INCIndia Congress has changed their dp to my pic. To all the retards in the world, I’m no where related to @RahulGandhi #RahulGandhi #NathuramGodse #ihateyoubro #IndianElections2019 #NarendraModi @BJP4India @Mahatma150 @republic",neg
72,2019-05-17 17:37:04+00:00,destinationsrik,"Few things I dislike in #NarendraModi:
1. Blind Gandhi bhakti
2. Concepts poorly modeled on western icons, like the ""Statue of Unity""
3. Suppressing his supporters (as in Pragya Singh's case) to earn some brownie points
4. Hypocrisy in observing protocols
5. Overconfidence",neg
73,2019-05-17 17:26:51+00:00,manonymos,"@RahulGandhi once famously said ""poverty is a state of mind"". @narendramodi and #BJP mocked him then, but looks like Modi took this to his heart. #Modi visited several foreign nations in 90s, used digital camera in 80s but he still talks about being poor in 2019.",neg
74,2019-05-17 17:23:20+00:00,imjassi16,"Wts diffrnce btwn @RahulGandhi &amp; @narendramodi
Wen @sampitroda Said 'Hua to Hua'
#rahulgandhi In public rally said him to apologise
&amp; nw wen #SadhviPragya Says #NathuramGodse #Deshbhakt
#Modi tells he want forgive her
Both jst #Copy2Cat each othrs
@sardesairajdeep @abhisar_sharma",neg
75,2019-05-17 17:19:05+00:00,Charas_Gaanja,"@RahulGandhi Chewtiya Pappu doesn't even know that their is a diff b/w BJP &amp; Govt. Of India.
Head of BJP - Amit Shah
Head of Govt.- PM Modi.

Press confrence called by BJP not govt. of india.

*खानदानी बीमारी।
😂😂😂😂😂

#LoksabhaElections2019 
#RahulKaKindustan",neg
76,2019-05-17 17:14:33+00:00,mainbanugaPM420,"FACT FACT FACT : 
Do you guys know that Ambedkar was in favour of Godse after killing of Gandhi and supported him .

It can be found in the Letters of Ambedkar .
 #ModiHaiTohGodseHai
#PressConference 
#ModiOnBharat 
#BJP
#CongresoVerde",pos
77,2019-05-17 17:10:43+00:00,Mishrankit7,"@RahulGandhi Maybe, but not as impractical as your Nyay scheme 🙏🏼.  Exudes desperation.
#Election2019
#RahulGandhi
#Congress
#BJP",neg
78,2019-05-17 17:06:08+00:00,Realaamaadmi13,Modi 5 years started by talking about Acche din and vikas and ended with his people defending Gandhi killer Godhse #PressConference #LokSabhaElections2019 #ModiHaiTohGodseHai,pos
79,2019-05-17 17:00:21+00:00,gaur_anubhuti,"Big Push for opposition unity Chandrababu Naidu will be meeting Rahul Gandhi around 10 am tomorrow. 
@NewsHtn 
#LokSabhaElections2019",neg
80,2019-05-17 16:59:24+00:00,RajeshMange2,#Congress will get 28 seats #inc @RahulGandhi @INCIndia,neg
81,2019-05-17 16:58:43+00:00,sauravkol86,"People will ask #NarendraModi what he did in last five years and then will vote Congress elect Rahul Gandhi as Prime Minister and will say ""Hume Pata Hain Ye Kuch Nahi Karega"" Hey Ram",pos
82,2019-05-17 16:45:58+00:00,Sally75682464,"@Rampuniyani1945 @BDUTT Godse was a patriot but a foolish one, if he was wise, he had killed Jinnah instead of Mahtma Gandhi . @BJP4India  @RSSorg  #LokSabhaElections2019",neg
83,2019-05-17 16:45:24+00:00,mssamant,"@RahulGandhi Oh what rhyming RahulJi..U-Kg class. 
What a swift decision by #BJP, Pragya had to say sorry. Why can't #Congress take such swift decisions, for worst of words (even anti-national) by so many leaders of yours. 

Our country needs a strong government. Which tit bits can't deliver",neg
84,2019-05-17 16:43:36+00:00,SharanRoars,"Who do you think are losing marginally or badly or very badly #LokSabhaElections2019  #Phase7 
@RahulGandhi 
@smritiirani 
@kanhaiyakumar 
@girirajsinghbjp 
#Congress #BJP #CPI #ExitPolls",pos
85,2019-05-17 16:38:13+00:00,StartupGiri,"@RahulGandhi you kid 

Will you grow up now because I’m tired of laughing on you .!!!#RahulGandhi #Congress

Dear loser @INCIndia, will you plz remove this kid from President and make new clever President like @aajtak people.

@BJP4India @AmitShah @narendramodi #bjp",neg
86,2019-05-17 16:37:52+00:00,SharanRoars,"Who do you think are losing marginally or badly or very badly #LokSabhaElections2019 #Phase7 
@RahulGandhi 
@ShatruganSinha 
@kanhaiyakumar 
@AtishiAAP 
#BJP #Congress #AAP #CPI #ExitPolls",pos
87,2019-05-17 16:28:58+00:00,vikshi1311,The best thing PM #NarendraModi @narendramodi has done is not to debate with Rahul Gandhi .Who the hell is #RahulGandhi?? An entitled dynast?? Why sld PM of a country debate with any random person?? In what capacity does he want to debate?? He isn't even a leader of opposition..,neg
88,2019-05-17 16:11:12+00:00,PrriyaRaj,"Unfair!"" Complains Rahul Gandhi to the media in his press meet: 
""You ask difficult questions to me and the easy ones to Modi."" बड़ी बेइंसाफ़ी है!

#RahulGandhi #PressConference 
#NarendraModi",neg
89,2019-05-17 16:00:26+00:00,jacob3290,"@sagarikaghose @narendramodi #NarendraModi has expressed his views on the statement.
As a ""un-biased, Fair, Liberal"" journalist, will you dare to ask Rahul , why he supports #TukdeTukdeGang Gang?

Aa jati hai mooh uthake. 😏",neg
90,2019-05-17 15:50:33+00:00,batrasurendra,"@vibhor_anand Absolutely right 
India have mother only 
Bharat Mata 

Is MK Gandhi husband of ... 
#LokSabhaElections2019",pos
91,2019-05-17 15:45:36+00:00,SocioPoliticalW,"Overheard: Headlines tomorrow in #Times:
""Indian PM conducted #PressConference  after 5 years without answering any questions"".

#Modi #BJP @RahulGandhi 
#LokSabhaElections2019",neg
92,2019-05-17 15:42:53+00:00,Deepspeaks_,"Finally Election  campaign  has come to an end. 

Winners 

Election  commission +

Ruling PM, Party,  NDA ( talked about report card, vision , development  less opposition 

Loosers 

Royal Gandhi , UPA ( only 1 agenda Modi hatao) 

#LokSabhaElections2019",pos
93,2019-05-17 15:40:48+00:00,MServe2grow,"#Modi is NOT too BIG TO HIT,

But TOO BIG TO MISS ! 😍❤❤

Period.

@narendramodi @AmitShah @RahulGandhi @priyankagandhi @JM_Scindia @SachinPilot 

#RahulGandhi #PressMeet #presidentkovind #ModiObsession #Elections2019 #ElectionCommission #ElectionNewsTrack #BengalBurning #RSS",neg
94,2019-05-17 15:32:48+00:00,umakantsingh_IN,"BJP not2cross even100,Congress75,certainly BJP2get absolute majority in all exit polls,they Modi or Rahul media,thought these media do what due2their dishonesty,but they too honest,as,part of BJP-Congress,not media!#LokSabhaElections2019 #ModiOnBharat #pressmeet #PressConference",neg
95,2019-05-17 15:19:35+00:00,arunjitmanna,@AmitShah Mahatma Gandhi and VidyaSagars statue damage would be very costly #India decides this #LokSabhaElections2019. If you are truly serious remove those candidates to prevent further damage in 7th phase sir. Suggestion from a normal citizen. #India decides this #LokSabhaElections2019,neg
96,2019-05-17 15:04:39+00:00,deepanshah13,"@RahulGandhi So you watched Press Meet of @BJP4India.
But you did NOT observe one thing.
It's Press Meet of #BJP. So questions will be answered by the Party President, Amit Shah. Not by @narendramodi.

You will NEVER understand this.

#IndiaFirst",neg
97,2019-05-17 14:52:13+00:00,nallaganesh,"@theskindoctor13 Gandhi Godse ... oooph! ... I don't even remember the days when I used feature-phone Nokia 3310 ... do you? 🤔😖

#LokSabhaElections2019",neg
98,2019-05-17 14:32:24+00:00,manishbpl1,"#ModiHaiTohGodseHai #ModiFlopPressConference 

#PressConference

Hosted by #BJP

Headed by #Amitshah 

Attended by Media and also #NarendraModi 😊😊 @narendramodi @AmitShah @RahulGandhi @INCIndia @BJP4India @bainjal @ShatruganSinha @yadavtejashwi @OmarAbdullah @BJP4India",pos
99,2019-05-17 14:18:43+00:00,ojhaanjali,"Meanwhile, while BJP distanced itself from Pragya Thakur's statement on Gandhi and PM condemned it, #BJP President @AmitShah said they don't regret giving her a ticket, called it a #Satyagraha against the theory of #HinduTerror",neg
100,2019-05-17 13:38:11+00:00,sushrut_oza,"Rahul Gave 15/15 Answers In Press Conference.
Modi Gave 0/17 Answers In Press Conference. .
Media Talking About Modi's Silence n No One Talking About Rahuls Answers.
#PressMeet #NarendraModi #PressConference #LokSabhaElections2019",neg
101,2019-05-17 13:31:22+00:00,agneeesh,I am personally happy that Rahul ji has to stop lying now. But scindia is enjoying #LokSabhaElections2019,pos
